"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"
17.3415004690209	17.2886724619794	17.2100191011497	17.1938667881937	16.9581542976077	16.9215405572564	16.9824902001813	16.7693762179135	16.4285214400001	16.6834428631291	16.3406632964579	16.4422119798061	16.226839034199	16.1476679670101	16.2551119184091	16.0508674318002	15.87633927324	NA	NA	NA	NA
23.1778175884149	23.0369086755487	23.2306901666747	23.0531150146886	23.1208965070199	23.1802912982734	23.123667361269	23.1940801925095	23.1721807121747	23.1796879029819	23.1975158434724	23.2233848372295	23.1508051720626	23.3473363182057	23.2602100658859	23.343934537277	23.1202729903873	NA	NA	NA	NA
26.7007676039018	26.8694680997788	27.080671249176	27.2896731027981	27.5153591142332	27.7336772698504	27.9614065299113	28.141760897889	28.3922182099644	28.6628858053585	28.8001652384598	29.020677491462	29.2311483146806	29.4720166846371	29.6887683356357	29.8788728339754	30.0775921652398	NA	NA	NA	NA
27.189385562351	27.2953335851572	27.4310373387973	27.5575387486618	27.6997898817472	27.8758884219683	27.9908673114756	28.0740088913239	28.2053772868785	28.414345065836	28.5015535624329	28.6719588192757	28.7839228912321	28.9369940290068	29.0373613489848	29.2172936761927	29.3453530929919	NA	NA	NA	NA
28.7239910900963	28.805287096178	28.9750897680228	29.1784352461868	29.2973431467806	29.562429602939	29.8094269261766	29.9272182905903	30.1190117479057	30.3632352414966	30.5172116214948	30.7188224795624	30.8457564450073	31.2050238982797	31.2724098986704	31.306337525322	31.6400910564642	NA	NA	NA	NA
28.6408044949563	28.6477209747154	28.6848553988386	28.6270584549496	28.7925717492922	28.7708909709304	28.8084019784782	28.8125931456663	28.8065024626045	28.8766533862271	28.8842040512805	28.953277435612	29.0051065770951	28.9901883244688	29.0534009377739	29.0817840025349	29.1314183290562	NA	NA	NA	NA
27.9999993099572	28.0000005270112	27.99999972978	27.9999999920207	27.9999980270534	27.9999995075133	28.0000001440845	27.999999994596	27.9999992501919	27.9999995681647	28.0000008080939	28.0000018237304	28.0000015027579	27.9999986634246	28.0000025195421	27.9999990613947	27.9999974138991	NA	NA	NA	NA
26.4681730381538	26.4769738322809	26.5087576123694	26.5280605011259	26.5072203287553	26.555969857078	26.5717955696903	26.5649210659608	26.5469539239911	26.5691555220375	26.5703280579864	26.6019163430078	26.6569653433263	26.5866123340502	26.6134494705271	26.6538719708918	26.6490072858938	NA	NA	NA	NA
11.0797130432535	11.0809278720863	11.1539188159668	11.2208423024408	11.4083863130485	11.5433137736062	11.6661446423127	11.7204146991974	11.9979041680782	12.0131244761442	12.0807564397457	12.1308513886996	12.2527160846541	12.4368128983864	12.3864568209892	12.6156110706441	12.7331761763741	NA	NA	NA	NA
15.5964110794879	15.5359176200526	15.5813515254063	15.7491574990418	15.7322183923413	15.6829354075655	15.8009612590958	15.7538459593818	15.8095421107782	15.926413648731	15.9057245128762	15.9394384392679	15.8877642150525	15.9200959653867	16.0204065062766	16.0490042909637	16.0357843112846	NA	NA	NA	NA
22.4808481588017	22.3613856063996	22.3283575806908	22.2941112637091	22.2331975189068	22.1936911760112	22.1685570018107	22.1795281512292	22.0815465572808	22.1179095483648	22.0366704678819	21.9692247997526	21.9554102337569	21.9192925632585	21.8486673318317	21.7924964142781	21.7148460220285	NA	NA	NA	NA
20.7666679364207	20.8426353945006	20.8488081245558	20.893251757254	20.9279665961208	20.9643970258312	20.9726102523077	21.0015770194027	21.0842516904504	21.2623145143464	21.2300921648274	21.2409405440133	21.2306099676125	21.3811681724016	21.3683488842032	21.3814111462005	21.4285409752258	NA	NA	NA	NA
23.5002740106198	23.5692095829881	23.6271024925553	23.6901559978213	23.799839102822	23.8875967258947	24.0044639201195	24.0750395157177	24.0964562120804	24.2184308413126	24.2924090997888	24.3829318681132	24.3790059721862	24.5366676993852	24.56400769738	24.6030304764509	24.7050501294275	NA	NA	NA	NA
29.7756503445133	29.7779482761605	29.7757542952483	29.8443644118079	29.8766833980239	29.8947567419992	29.9153544344573	29.8971634453069	29.9873119921748	29.9405631456356	29.9478717716352	30.0018200176731	30.0468641821341	30.0226394465929	30.0893915731422	30.054865889338	30.0673051444422	NA	NA	NA	NA
25.4854088330403	25.5491942861064	25.5967254697088	25.6429899836061	25.7584577040288	25.8270975118671	25.8733161969011	25.921887988597	26.0205976226969	26.0993817601059	26.1686262791108	26.226754172127	26.2897194259652	26.3796180754116	26.4114025663399	26.4966949375925	26.5597566468473	NA	NA	NA	NA
29.7218335279985	29.7165132258904	29.6911286475694	29.6861594060344	29.672831482358	29.6376072342216	29.6367465868043	29.613467775075	29.6540706959861	29.6083955892917	29.5975529683535	29.5723916755069	29.5347158156151	29.5474737552118	29.523186077292	29.5152072104176	29.5235690617839	NA	NA	NA	NA
7.09697662198803	7.07298377069048	7.14119902179979	7.09917387055485	7.36140340898728	7.59157136226949	7.45599213150959	7.52761456331607	7.73040629757798	7.87190366852283	7.79949879821858	7.82421637099234	7.85920942921243	8.08427322101786	8.03892971873952	7.91962239675708	8.29842881334815	NA	NA	NA	NA
12.004732533156	12.3506832557171	12.336242255439	12.3298672945801	12.1935322855407	12.3649365142006	12.2945910461417	12.3528248620084	12.4323368836051	12.3206634913383	12.4761415090511	12.4679772727887	12.5105432766053	12.5377423077949	12.6104148117789	12.6210023172082	12.4674620200471	NA	NA	NA	NA
15.3906918820809	15.0423946850778	15.0015302952768	14.88161663337	15.4203043226274	15.1556325039359	15.1253273348266	15.160584386872	15.1480352004577	15.2002756136065	15.2610808129303	15.277751334218	15.1868625364965	15.0798101052271	15.6647039644655	15.2296078853011	15.3971131231249	NA	NA	NA	NA
15.2196570624704	15.3189627479182	15.4290686763513	15.4682115095923	15.4395740671755	15.6770498078229	15.6775473977291	15.7347999908642	16.0196435836884	15.9854406333597	16.1608214094211	16.1662010605475	16.2258023787915	16.3776292445363	16.321771551799	16.4926922741998	16.5807161346193	NA	NA	NA	NA
25.2175401708118	25.3642307391993	25.4449664677531	25.5851318573614	25.7127643189113	25.8295225939362	25.9192764408053	26.0863580533061	26.2312283542139	26.3298173989465	26.4298310792524	26.520868783414	26.7008412108235	26.8335837910692	26.9105464794957	27.0112911044115	27.1613967931603	NA	NA	NA	NA
26.3139039507379	26.2538977194651	26.1636874957697	26.198499722013	26.1525916603428	26.2033585447361	26.1267405330514	26.1886751767622	26.100176538841	26.0819830338955	26.0416002125792	26.057928267928	26.0904006679176	26.0152421310605	26.0466259090105	25.9717521004348	25.9668534431754	NA	NA	NA	NA
27.9288859493436	28.0120610872224	28.1015863153327	28.1719170402147	28.3475044735918	28.4846381315295	28.5316438148243	28.5895929479285	28.7719270620444	28.8792101691487	28.9395286967132	29.0087528272786	29.1555406241729	29.2903855686273	29.343061956809	29.4294868237897	29.572361751095	NA	NA	NA	NA
26.3415961304055	26.5314482671449	26.7439240719412	26.9018722877133	27.1384247534576	27.3259326130669	27.4849828105461	27.6856230880908	27.9106201362826	28.1452101027959	28.2472425948299	28.4440763547108	28.6626113804803	28.9249823492977	29.0266768027935	29.2324462362829	29.4294715881484	NA	NA	NA	NA
9.95169372562153	10.1095818794875	10.1456077874211	10.1499280258792	10.3678197833748	10.3031756955168	10.5806345439863	10.535976714646	10.8103679024357	10.7857379661369	10.9677600811006	10.9705962645257	10.9160844322686	11.1083990795782	11.0857607123369	11.3003976493983	11.3093343259229	NA	NA	NA	NA
14.1037041007357	14.1353653839945	14.1180782059249	14.3401067044897	14.3815557885757	14.326189927378	14.4712746981609	14.4560853759154	14.510467554398	14.609723083591	14.7372577174757	14.9713063030858	14.8612406678279	14.9591853745622	14.9559514644808	15.0370524410643	15.1944269842773	NA	NA	NA	NA
18.7818786424528	18.85021594388	19.1212066374146	19.2074988646565	19.3923560033349	19.4089740883273	19.397156927109	19.504565585405	19.796164617291	19.8724046062392	19.9178725820293	20.0340156922109	20.1538917570148	20.2269127203359	20.3998661885063	20.3813594893245	20.6819991024997	NA	NA	NA	NA
21.4465106372005	21.4686615456431	21.3180255496873	21.4957704646186	21.4926655337123	21.3732912023811	21.395292295721	21.5140523750551	21.5539937755511	21.461506789977	21.5782458292241	21.5085960858635	21.5496073482751	21.6763064413024	21.5677117853412	21.4952283118452	21.5827216109424	NA	NA	NA	NA
26.7816139986682	26.7641675007812	26.9012755316714	26.9837870986573	27.0657297431524	27.1513395712745	27.1686730574564	27.2601839664197	27.3795497262396	27.3950158805231	27.4815625495466	27.5135324058766	27.54760184261	27.6232838499646	27.7445937775128	27.7987800945084	27.8271939585564	NA	NA	NA	NA
25.5695006904763	25.5297199246635	25.5216140896086	25.5928445615391	25.5342799996429	25.540402005708	25.5412035667048	25.5308643283779	25.519190945353	25.5071408188272	25.5615886560651	25.5356542044023	25.49603340072	25.5129984426965	25.5134495483981	25.4862833989176	25.5199349965128	NA	NA	NA	NA
24.7538868235164	24.8716080622043	25.0010772030752	25.1498070494241	25.2981317054155	25.452522974333	25.5758391329461	25.7278446890656	25.8825402393104	26.0530871953835	26.1684256397679	26.2681849690809	26.4537260633853	26.6407357201137	26.7417226142983	26.8901898818485	27.0195829372017	NA	NA	NA	NA
23.56864079869	23.6244873864652	23.5915799864258	23.6270728135709	23.5413815583596	23.6165039896225	23.5891232312594	23.5745748506363	23.5427405246533	23.5049198770986	23.4997362509363	23.5161955958266	23.5223045476508	23.5380511887489	23.5244742746341	23.5507573218395	23.4886393116512	NA	NA	NA	NA
13.9910888270518	13.9120153893546	13.9783151713983	14.0371990166878	14.0409667171281	14.1956536321727	14.1701058985173	14.2811488456902	14.2890257328789	14.3188472883837	14.579248896414	14.3803159669129	14.409586095908	14.6632955167922	14.7271517004485	14.6669047876366	14.7422718130938	NA	NA	NA	NA
14.787048098118	15.0539283655188	15.1296199404646	15.2430070512279	15.1905843988303	15.3750986815589	15.4647312839862	15.4910210801154	15.5647137441079	15.6871928342816	15.6347287958972	15.7219244654811	15.9159344881992	16.1116881423675	16.1084989942335	16.1098159510029	16.345743797486	NA	NA	NA	NA
18.4608772423288	18.5842907451515	18.6456968055305	18.6988359301852	18.7816523599419	18.8563638878251	18.8741710932237	19.003421952279	19.0266210339669	19.0944198779821	19.1848191707593	19.2436055852046	19.1654068687061	19.3664666878657	19.4236758208972	19.4209008249996	19.6284811141275	NA	NA	NA	NA
23.7428831751301	23.6928734791192	23.6582789526693	23.6921924388326	23.6739043935196	23.6413980510597	23.5824051823303	23.6291235345054	23.6201036881341	23.519801405931	23.550591347047	23.5274544331786	23.5423258675248	23.5198448266768	23.4670810637934	23.4940014891472	23.4746893289232	NA	NA	NA	NA
25.2858322354429	25.3237518180472	25.3470716700157	25.3437924773768	25.3453354592991	25.4191162131131	25.4090232018546	25.3883185308154	25.4153789763125	25.4471290645692	25.483080841299	25.4677813038508	25.5245581522669	25.4832060040292	25.5181808041671	25.5470915165042	25.5527684942464	NA	NA	NA	NA
24.7518528986619	24.750488866383	24.7233491656396	24.6976711673231	24.7128369456573	24.7276490615905	24.7322321560001	24.7965139169346	24.7279342883528	24.7140070254931	24.7084334726016	24.7220736287714	24.7046486165621	24.7488261631533	24.7214998451675	24.7250454578616	24.7209848348104	NA	NA	NA	NA
15.7128311000482	15.6572351689646	15.7560921179471	16.1453251509981	16.0911601673719	16.1239166353968	16.3831474631982	16.409111230234	16.6732255378353	16.483647055854	16.6368268077804	16.8666062039351	16.8778349250377	17.1286182626515	16.8756164999529	16.976081418296	17.4816086716868	NA	NA	NA	NA
19.1556610267704	19.1405761440317	19.2688417065696	19.1768984827515	19.091799081085	18.9373906329622	19.0173740917545	18.9844333299319	18.9404786165784	18.761847927849	18.8938009018741	18.7159085586861	18.7376098973086	18.605004698552	18.6801976510895	18.5758559045274	18.6712485154706	NA	NA	NA	NA
26.2912641638951	26.2651499751495	26.3232786803845	26.3571849343122	26.3072068723161	26.3993675370363	26.3983067652118	26.4074690185646	26.4158546360293	26.4070008509067	26.4078394224831	26.4161090687097	26.4641470636485	26.4525737612414	26.4911389801888	26.4927002266296	26.4697571851047	NA	NA	NA	NA
23.86867459761	23.8708757428198	23.8987758566449	23.9293960722112	23.9272712445062	24.0016123749941	24.0460045587899	24.0190457650581	24.0954418786697	24.1199298216794	24.1905825752646	24.2170409523358	24.2015522521902	24.1906019975054	24.260951459344	24.3082191218224	24.3073210025939	NA	NA	NA	NA
